Dates,Portolfio,Benchmark 
3/9/2022,85.65918757,141.8725741
3/10/2022,84.22244274,141.4201774
3/11/2022,84.5570953,140.1487313
3/12/2022,84.5570953,140.1487313
3/13/2022,84.5570953,140.1487313
3/14/2022,82.222199,139.4194838
3/15/2022,82.04766096,141.6180876
3/16/2022,83.02842453,143.8356651
3/17/2022,82.28304855,145.087473
3/18/2022,83.50429256,146.1809613
3/19/2022,83.50429256,146.1809613
3/20/2022,83.50429256,146.1809613
3/21/2022,81.18865826,146.1517272
3/22/2022,79.90749112,147.3263056
3/23/2022,82.09897517,146.0352993
3/24/2022,81.31571594,147.5432784
3/25/2022,79.92844854,148.0336631
3/26/2022,79.92844854,148.0336631
3/27/2022,79.92844854,148.0336631
3/28/2022,80.78340032,148.7417293
3/29/2022,81.53863386,149.9816343
3/30/2022,82.31879139,149.3622358
3/31/2022,82.56166869,147.8229752
4/1/2022,82.9423201,148.1059081
4/2/2022,82.9423201,148.1059081
4/3/2022,82.9423201,148.1059081
4/4/2022,82.24734692,148.961876
4/5/2022,79.98811397,147.7006745
4/6/2022,79.17869543,146.701875
4/7/2022,78.42547555,147.2063131
4/8/2022,77.34238692,146.9360559
4/9/2022,77.34238692,146.9360559
4/10/2022,77.34238692,146.9360559
4/11/2022,75.75990134,145.2278536
4/12/2022,75.62183595,144.8586138
4/13/2022,75.82516423,146.0050287
4/14/2022,73.82061641,144.7592424
4/15/2022,73.82061641,144.7592424
4/16/2022,73.82061641,144.7592424
4/17/2022,73.82061641,144.7592424
4/18/2022,73.32371773,144.798819
4/19/2022,72.57465901,146.4109246
4/20/2022,74.58722571,146.3379248
4/21/2022,73.84740924,144.8427706
4/22/2022,73.2180018,142.0987778
4/23/2022,73.2180018,142.0987778
4/24/2022,73.2180018,142.0987778
4/25/2022,74.21808678,142.6783111
4/26/2022,75.22478059,139.7821776
4/27/2022,73.94219158,140.063252
4/28/2022,74.09114179,142.5910211
4/29/2022,72.79384807,138.8953799
4/30/2022,72.79384807,138.8953799
5/1/2022,72.79384807,138.8953799
5/2/2022,71.06046702,139.4946545
5/3/2022,71.73465382,139.9544967
5/4/2022,72.28562,143.0026111
5/5/2022,69.54578207,139.4439821
5/6/2022,68.07225845,138.8473109
5/7/2022,68.07225845,138.8473109
5/8/2022,68.07225845,138.8473109
5/9/2022,68.95201578,135.6459629
5/10/2022,69.85896977,135.879862
5/11/2022,71.78618699,134.2898039
5/12/2022,71.59966459,134.1850284
5/13/2022,70.12157681,136.5753126
5/14/2022,70.12157681,136.5753126
5/15/2022,70.12157681,136.5753126
5/16/2022,70.01811353,136.1709564
5/17/2022,68.80975085,138.2280126
5/18/2022,70.9414987,134.196824
5/19/2022,71.18102122,133.583327
5/20/2022,72.31601954,133.627816
5/21/2022,72.31601954,133.627816
5/22/2022,72.31601954,133.627816
5/23/2022,70.67057765,135.5010789
5/24/2022,72.64383896,134.7371786
5/25/2022,73.03925573,135.6169279
5/26/2022,72.58673356,137.6172549
